reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
哦 uh 係咪 去過 外國 讀書 呀 like usually it's like yeah curious about the background cause I don't sound Hong Kong Hong Kong,"哦, uh 係咪去過外國讀書呀, like usually it's like, yeah, curious about the background cause I don't sound Hong Kong Hong Kong.",C1-E1-C5-E17,English,H,Homeland,ACH2004,2,True
都 會 㗎 係 啊 係 啊 有時候 yeah,"都會㗎. 係啊係啊, 有時候, yeah.",C8-E1,Cantonese,H,Homeland,ACH2004,2,True
通常 即係 要 講 譬如 去 剪頭髮 要 講 順 廣東話 咁 樣 就 會 囉 係 嘞,"通常即係要講:: .. 譬如去剪頭髮要講順廣東話咁樣就會囉, 係嘞.",C18,Cantonese,H,Homeland,ACH2004,0,False
香港 係 香港 或者 eh So South of China 囉 即係 但係 其實 真係 都 係 都 香 香港 囉 係 囉 香港 囉 其實 I'm thinking 香港 廣州 definitely closer to 香港,"香港, 係香港:: 或者, eh:: So– South of China 囉, 即係, — 但係其實真係都 — 係都 — 香 — 係囉, 香港囉, 其實 I'm thinking 香港廣州, definitely closer to 香港. ",C4-E5-C16-E2-C2-E3-C1,Cantonese,H,Homeland,ACH2004,1,True
Uh 口音 囉 同埋 用字 囉 即係 有時 feel 到 㗎,"Uh:: 口音囉, 同埋用字囉. 即係有時 feel 到㗎.",E1-C7-E1-C2,Cantonese,H,Homeland,ACH2004,1,True
即係 即係 譬如 如果 係 ABC 啦 咁 就 有啲 鬼 鬼 哋 嘅 口音 啦,"即係, 即係譬如如果係ABC啦咁就有啲鬼鬼哋嘅.. 口音啦.",C5-E1-C10,Cantonese,H,Homeland,ACH2004,0,False
咁 如果 有時 係 啲 大陸 落嚟 嗰啲 即係 有啲 Mandarin accent 呢 就 會 都 係 有啲 口音 囉 譬如 可能 佢哋 講 一二 三 佢哋 會 一二 山 因為 佢 個 一二 三 係 無 即係 口 唔會 盒 埋 即係 聽到 囉,"咁如果有時係啲:: 大陸落嚟嗰啲, 即係有啲 Mandarin accent 呢, 就會... 都係有啲口音囉, 譬如... 可能佢哋講一二三, 佢哋會一二山, 因為佢個(一二三)係無, 即係口唔會盒埋. 即係聽到囉.",C10-E2-C33,Cantonese,H,Homeland,ACH2004,0,False
跟住 如果 佢 係 廣州 嗰啲 呢 就 通常,"跟住如果佢係廣州嗰啲呢就通常, ",C9,Cantonese,H,Homeland,ACH2004,0,False
佢哋 嘅 用字 會 有啲 唔同 嘅,佢哋嘅用字會有啲唔同嘅.,C7,Cantonese,H,Homeland,ACH2004,0,False
譬如 佢哋 uh 我哋 話 禮拜六 日 啊 或者 佢哋 可能 會 講 週末 或者 即係 書面語 化 啲 囉 係 嘞,"譬如:: 佢哋:: uh:: 我哋話禮拜六日啊:: 或者佢哋可能會講週末或者,... 即係書面語化啲囉, 係嘞.",C2-E1-C19,Cantonese,H,Homeland,ACH2004,2,True
我 個 感覺 就係 咁 囉 但係 可能 即係 through the conversation 就 留意 到 咁 樣 囉 係 嘞,"我個感覺就係咁囉, 但係可能即係 through the conversation 就留意到咁樣囉, 係嘞.",C9-E3-C8,Cantonese,H,Homeland,ACH2004,0,False
香港人 呀,香港人呀?,C2,Cantonese,H,Homeland,ACH2004,0,False
Uh 香港 口音 就可以,Uh:: 香港口音就可以.,E1-C3,Cantonese,H,Homeland,ACH2004,1,True
係 嘞,係嘞.,C2,Cantonese,H,Homeland,ACH2004,0,False
但係 如果 係 international school 好似 我 咁 就 未必 得 囉 即可 能 都 覺得 係 美國人 囉,"但係如果係 international school 好似我咁就未必得囉, 即可能都覺得係美國人囉.",C3-E2-C14,Cantonese,H,Homeland,ACH2004,0,False
係 嘞,係嘞.,C2,Cantonese,H,Homeland,ACH2004,0,False
其實 都 唔係 嘅 因為 香港 好多 expat,"其實都唔係嘅, 因為香港好多 expat. ",C7-E1,Cantonese,H,Homeland,ACH2004,0,False
即係 嗰啲 外國人 喺度 做嘢 啦 或者 好多 其實 啲 eh 南亞 裔 人 呀 係 嘞 咁 佢哋 住 喺度 譬如 仔女 喺度 出世 嘅 咁 基本上 成世 都 喺度 長大 呀 但 可能 佢哋 即係 返學 又 國際學校 啦 又 未必 真係 講 廣東話 無講 得 咁多 但 佢哋 其實 都,"即係嗰啲... 外國人喺度做嘢啦, 或者好多其實啲.. eh 南亞裔人呀, 係嘞, 咁佢哋住喺度譬如仔女喺度出世嘅, 咁基本上成世都喺度:: 長大呀, 但可能佢哋... 即係:: 返學又.. 國際學校啦, 又未必真係, 講廣東話無講得咁多?",C10-E1-C42,Cantonese,H,Homeland,ACH2004,1,True
講 廣東話 無講 得 咁多 但 佢哋 其實 都 technically 係 香港人,但佢哋其實都 technically 係香港人?,C9-E1-C2,Cantonese,H,Homeland,ACH2004,0,False
但 就 唔係 話 好 mm 都 算 係 囉 我 覺得,"但就唔係話好... mm:: ... 都算係囉, 我覺得. ",C5-E1-C6,Cantonese,H,Homeland,ACH2004,1,True
我 覺 中國人 唔使,(我覺)中國人唔使.,C4,Cantonese,H,Homeland,ACH2004,0,False
Umm 佢 嘅 作用 呀 都,Umm::.. 佢嘅作用呀?,E1-C5,Cantonese,H,Homeland,ACH2004,0,False
佢 嘅 作用 呀 都 第一 就 同 其他人 溝通 啦,"都... 第一就同其他人溝通啦,",C11,Cantonese,H,Homeland,ACH2004,0,False
即係 都 即係 我哋 嘅 身分 好多 都 會 係 屋企人 或者 爸爸 媽媽 啊 或者 啲 親戚 朋友 啊 嚟 即係 develop 𠺢嘛 咁 你 我 要 識 廣東話 可以 同 佢哋 溝通 先可以 develop 呢個 identity 咁 樣 係 喇,"即係都... 即係我哋嘅身分好多都會係屋企人或者爸爸媽媽啊或者啲親戚朋友啊嚟, 即係 develop 𠺢嘛, 咁你– 我要識廣東話可以同佢哋溝通先可以 develop 呢個 identity 咁樣, 係喇.",C22-E1-C12-E1-C1-E1-C4,Cantonese,H,Homeland,ACH2004,2,True
咁 in terms of 呢個 即係 interpersonal relationship 喇 in terms of self 呢 即係 你 要 有 個 字 先可以 describe 到 你 嗰種 feeling 所以 我 覺得 係 囉 我 覺得 廣東話,"咁 in terms of, 呢個即係 interpersonal relationship 喇, in terms of self 呢, 即係， 你要有個字先可以... describe 到你嗰種 feeling (囉X), 所以我覺得... 係囉, 我覺得廣東話...",C1-E3-C2-E2-C1-E4-C8-E1-C3-E1-C8,Cantonese,H,Homeland,ACH2004,0,False
Is this a larger range of describable emotion,Is this a larger range of describable emotion.,E8,English,H,Homeland,ACH2004,0,False
I think Yeah,I think. Yeah.,E3,English,H,Homeland,ACH2004,0,False
或者 啲 嬲 啊 嗰啲 就 即係 嬲 人 又 好似 多 啲 方法 咁 樣 就 yeah so there's more,"(或者啲)嬲啊, 嗰啲就, 即係嬲人又好似.. 多啲方法咁樣:: 就 — yeah so there's more.",C17-E4,Cantonese,H,Homeland,ACH2004,1,True
佢 嗰個 樣 啊 嘛 即係 我 覺得 用 即係 英文 嚟 你 去 angry 啊 frustrated 啊 嗰啲 啦,"佢嗰個樣啊嘛, 即係我覺得用 — 即係英文(嚟)你去 angry 啊, frustrated 啊嗰啲啦.",C14-E1-C1-E1-C3,Cantonese,H,Homeland,ACH2004,3,True
即係 但 香 你 廣東話 可能 有 嗰啲 音 呢 話 好 唔 耐煩 咁 樣 即係 係 囉,"即係但(香) — 你廣東話可能有嗰啲音呢, 話好唔耐煩咁樣即係... 係囉.",C19,Cantonese,H,Homeland,ACH2004,1,True
Um at home if I'm talking about serious topics with my sister uh serious as in like anything that's not like you know daily chores like for example we're discussing the uh news or like plastic surgery something that's like a bit more serious then we use English,"Um:: at home,... if I'm talking about serious topics with my sister,... uh serious as in like anything that's not like, you know daily chores like, for example we're discussing the.. uh:: news, or:: like plastic surgery, something that's like a bit more serious, then we use English?",E48,English,H,Homeland,ACH2004,3,True
Talking to uh friends would also mostly be in English,Talking to::... uh friends would also mostly be in English?,E10,English,H,Homeland,ACH2004,1,True
Uh talking to online friends that only speak English would be English,Uh talking to online friends that only speak English would be English?,E12,English,H,Homeland,ACH2004,1,True
Yeah That's pretty much it,Yeah. That's pretty much it.,E5,English,H,Homeland,ACH2004,0,False
And then obviously like writing all of writing is English for me,"And then obviously like writing, all of writing is English for me.",E12,English,H,Homeland,ACH2004,0,False
In terms of Cantonese would be like at home if I speak to my parents my mom and stuff that's in Chinese or like simple things would be in Chinese uh Cantonese,"In terms of Cantonese would be like,... at home,... if I speak to my parents my mom and stuff that's in Chinese or like, simple things would be in Chinese — uh Cantonese.",E32,English,H,Homeland,ACH2004,1,True
At work actually work is kind of a mixture,"At work, actually work is kind of a mixture.",E9,English,H,Homeland,ACH2004,0,False
If I'm speaking with patients it's Cantonese but the teaching language here in Hong Kong is English so we speak to colleagues in English,"If I'm speaking with patients it's Cantonese but the teaching language here in Hong Kong is English, so we speak to colleagues in English.",E24,English,H,Homeland,ACH2004,0,False
So bit of a mixture too,"So, bit of a mixture too.",E6,English,H,Homeland,ACH2004,0,False
Yeah and then daily like going out will be Cantonese,Yeah and then daily like going out will be Cantonese.,E10,English,H,Homeland,ACH2004,0,False
All of the time,All of the time.,E4,English,H,Homeland,ACH2004,0,False
All of the time Yeah,All of the time. Yeah.,E5,English,H,Homeland,ACH2004,0,False
As long as I know that they speak both I would mix,"As long as I know that they speak both, I would mix.",E12,English,H,Homeland,ACH2004,0,False
And it's more of a conscious effort to stick to one language for me,"And, it's more of a conscious effort to stick to one language for me.",E14,English,H,Homeland,ACH2004,0,False
So yeah So my the default is to mix it,So yeah. So my — the default is to mix it.,E10,English,H,Homeland,ACH2004,0,False
Uh sometimes it's the grammar,"Uh:: sometimes, it's the grammar?",E5,English,H,Homeland,ACH2004,1,True
The grammar is so much easier to in Cantonese,The grammar is so much easier to — in Cantonese?,E9,English,H,Homeland,ACH2004,0,False
Uh yeah,Uh:: yeah.,E2,English,H,Homeland,ACH2004,1,True
I'm thinking of an example,I'm thinking of an example.,E5,English,H,Homeland,ACH2004,0,False
for words like clarity,— for words like clarity?,E4,English,H,Homeland,ACH2004,0,False
Like you know how 香 Cantonese is 得 and 唔 得,Like you know how 香 — Cantonese is 得 and 唔得.,E4-C1-E2-C1-E1-C2,English,H,Homeland,ACH2004,1,True
Like the 唔 is very quiet sometimes so you can't hear it so you have to switch to English yes or no like can or cannot it's like clearer to hear,"Like the 唔 is very quiet sometimes, so you can't hear it, so you have to switch to English, yes or no, like can or cannot, it's like clearer to hear?",E2-C1-E28,English,H,Homeland,ACH2004,1,True
Sometimes it's just the word sometimes cause I forget the word,"Sometimes it's just, the word, sometimes cause I forget the word?",E11,English,H,Homeland,ACH2004,0,False
Um to how on how to say it and sometimes it's just it's not translatable and that word in that particular language helps convey my emotions better,"Um:: to how — on how to say it, and sometimes it's just... it's not translatable, and that word in that particular language helps.. convey my emotions better.",E27,English,H,Homeland,ACH2004,1,True
I think um,I think um:: ...,E3,English,H,Homeland,ACH2004,1,True
I think I'm more casual in Cantonese cause I just like my home language,"I think I'm more casual in Cantonese, 'cause,... I just like my home language?",E14,English,H,Homeland,ACH2004,0,False
And that's the language with family and whatnot,And that's the language with family and whatnot.,E8,English,H,Homeland,ACH2004,0,False
And Yeah,And::,E2,English,H,Homeland,ACH2004,0,False
And Yeah,Yeah.,E2,English,H,Homeland,ACH2004,0,False
I feel closer,I feel closer.,E3,English,H,Homeland,ACH2004,0,False
To the person in Cantonese I guess,"To the person in Cantonese, I guess?",E7,English,H,Homeland,ACH2004,0,False
I feel like it depends on the settig If it's like a friend setting then I don't really mind but they can do whatever they want But uh,I feel like it depends on the settig?,E28,English,H,Homeland,ACH2004,1,True
I feel like it depends on the settig If it's like a friend setting then I don't really mind but they can do whatever they want But uh,If it's like a friend setting then I don't really mind but they can do whatever they want? But uh:: ...,E28,English,H,Homeland,ACH2004,1,True
But uh,But uh::,E2,English,H,Homeland,ACH2004,1,True
It's probably like more familiar to me cause like I'm also kind of like that,"It's probably like more familiar to me, 'cause like I'm also kind of like that,",E15,English,H,Homeland,ACH2004,0,False
But if it's obvious like a job interview or you know t like if the setting is inappropriate then they should make an effort to stick to one,But if it's obvious like a job interview or... you know t — like if the setting is inappropriate then they should make an effort to stick to one.,E28,English,H,Homeland,ACH2004,0,False
Yeah That's it,Yeah. That's it.,E3,English,H,Homeland,ACH2004,0,False
可以 啊,可以啊.,C2,Cantonese,H,Homeland,ACH2007,1,True
我 喺 香港 出世,我喺香港出世.,C4,Cantonese,H,Homeland,ACH2007,0,False
eh 讀緊 書,"eh,讀緊書.",E1-C2,Cantonese,H,Homeland,ACH2007,1,True
eh 讀緊 linguistics,"eh,讀緊linguistics.",E1-C1-E1,Equal,H,Homeland,ACH2007,1,True
eh 佢 係 mainland 度 出世 跟住 之後 先 去 香港,"eh,佢係mainland度出世,跟住之後先,去香港.",E1-C2-E1-C7,Cantonese,H,Homeland,ACH2007,1,True
全部 都 係 mainland,全部都係mainland.,C3-E1,Cantonese,H,Homeland,ACH2007,0,False
有 兩 個,"有,兩個.",C3,Cantonese,H,Homeland,ACH2007,0,False
一個 係 細佬 跟住 一個 再 細 啲 嘅 阿妹,"一個係細佬,跟住一個,再細啲嘅阿妹.",C10,Cantonese,H,Homeland,ACH2007,0,False
都 係 一齊 住 即係 同一 個 單位,"都係一齊住,即係,同一個單位.",C8,Cantonese,H,Homeland,ACH2007,0,False
係 呀 係,"係呀,係.",C3,Cantonese,H,Homeland,ACH2007,0,False
eh 好 細 過 即係 可能 講緊 三 歲 之前 可能 有 mainland 有 住 過 但係 唔係 好 肯定 幾耐 但 之後 三 歲 打 後 大部分 時間,"eh:::好細過,即係可能講緊,三歲之前,可能有mainland,有住過,但係唔係好肯定幾耐,但之後,三歲打後大部分時間,",E1-C11-E1-C16,Cantonese,H,Homeland,ACH2007,1,True
即係 九成 可能 除咗 旅行 啊 嗰啲 之外 都 係 喺 香港,"即係九成可能除咗旅行啊,嗰啲之外都係喺,香港.",C12,Cantonese,H,Homeland,ACH2007,1,True
eh 一直 都 係 喺 香港 返,"eh,一直都係喺香港返.",E1-C6,Cantonese,H,Homeland,ACH2007,1,True
eh 都 係 local 但係,"eh,都係local,但係 ,",E1-C2-E1-C1,Cantonese,H,Homeland,ACH2007,1,True
eh 中學 係 一 間 即係,"eh,中學係一間(xxx),即係,",E1-C5,Cantonese,H,Homeland,ACH2007,1,True
英文 教書 嘅 學校 但係 就 唔係 international,"英文教書,嘅學校,但係就唔係international.",C7-E1,Cantonese,H,Homeland,ACH2007,0,False
uh huh 無,"uh-huh, 無.",E2-C1,Equal,H,Homeland,ACH2007,1,True
eh 比較 似 嗰啲 民間 信仰 多 即係 可能 會 拜 下 神 嗰啲 但係 唔係 exactly 例如 佛教徒 唔係 嗰啲 嘅 就,"eh:::比較似嗰啲民間信仰多,即係可能會拜下神,嗰啲,但係唔係exactly,例如佛教徒,唔係嗰啲嘅就.",E1-C15-E1-C6,Cantonese,H,Homeland,ACH2007,1,True
我 應該 嘅 eh 無 啦 即係 可能 係 有啲,"我應該(xx)嘅,eh,無啦,即係可能係有啲,",C3-E1-C6,Cantonese,H,Homeland,ACH2007,1,True
比較 Ritual 啲 啊 可能 eh 要 要 大 啲 先有 嗰啲 即係 會 有 呢啲 習俗,"比較Ritual啲啊,可能eh:::要,要(x)大,啲先有嗰啲,即係會有呢啲習俗,",C1-E1-C3-E1-C11,Cantonese,H,Homeland,ACH2007,2,True
但係 eh,"但係,eh:::",C1-E1,Cantonese,H,Homeland,ACH2007,1,True
真係 好 religious 來講 可能 要 講 即係 小學 同 中學 佢 係 即係 我 係 送 咗 去,"真係好religious來講,可能要講,即係,小學同中學佢係,即係我係送咗去,",C2-E1-C16,Cantonese,H,Homeland,ACH2007,0,False
有 宗教 背景 嘅 學校 讀,"有宗教背景嘅學校讀,",C6,Cantonese,H,Homeland,ACH2007,0,False
咁 小學 係 基督教 跟住 中學 係 天主教 但係 無 話 好 要求 一定要 eh 你 去 信教 定係 乜嘢 嘢 純粹 係 覺得 即係 可能,"咁小學係,基督教,跟住中學係天主教,但係無話好,要求一定要,eh你去信教,定係乜嘢嘢,純粹係覺得,即係可能,",C14-E1-C11,Cantonese,H,Homeland,ACH2007,1,True
有 宗教學 校 可能 嗰個 reputation 比較 好 啲 囉 咁 樣,"有宗教學校,可能嗰個,reputation比較好啲囉,咁樣.",C5-E1-C6,Cantonese,H,Homeland,ACH2007,0,False
我 會 揀 第一個,我會揀第一個.,C4,Cantonese,H,Homeland,ACH2007,0,False
emm 我 覺得 我 對於 即係,"emm,我覺得我對於,即係,",E1-C5,Cantonese,H,Homeland,ACH2007,1,True
另外 嗰啲 個 connection 無咁 深 囉 即係,"另外嗰啲個connection無咁深囉,即係,",C3-E1-C4,Cantonese,H,Homeland,ACH2007,0,False
eh 雖然 可能 係 有啲 law 啊 又 或者 乜嘢 啊 規定 咗 you are part of this 但係,"eh:::雖然可能係有啲law啊,又或者乜嘢啊,規定咗you are part of this,但係,",E1-C4-E1-C7-E5-C1,Cantonese,H,Homeland,ACH2007,3,True
