reconstructed_sentence,sentence_original,pattern,matrix_language,group_code,group,participant_id,filler_count,has_fillers
係 囉 係 囉 係 囉,"係囉係囉,係囉.",C6,Cantonese,H,Homeland,ACH2013,0,False
係 囉,係囉.,C2,Cantonese,H,Homeland,ACH2013,0,False
咁 無 喎,咁無喎.,C3,Cantonese,H,Homeland,ACH2013,0,False
無 喎,無喎.,C2,Cantonese,H,Homeland,ACH2013,0,False
可能 有啲 唔同 嘅 可能 我,可能有啲唔同嘅可能我——,C6,Cantonese,H,Homeland,ACH2013,0,False
係 囉 我 唔知 喎 我 都,"係囉,我唔知喎我都.",C7,Cantonese,H,Homeland,ACH2013,0,False
我 覺得,"我覺得,",C2,Cantonese,H,Homeland,ACH2013,0,False
即係 可能 會 令到 我 好奇 佢哋 嘅 一啲 背景,即係可能會令到我好奇佢哋嘅一啲背景.,C10,Cantonese,H,Homeland,ACH2013,0,False
我 叫,我叫XX.,C2,Cantonese,H,Homeland,ACH2018,0,False
係 你 可以 叫 我,係你可以叫我XX.,C5,Cantonese,H,Homeland,ACH2018,0,False
呃 我 讀 英文 嘅,呃我讀英文嘅.,C5,Cantonese,H,Homeland,ACH2018,1,True
呃 佢哋 都 係 香港 出世 嘅 係,"呃佢哋都係香港出世嘅,係.",C8,Cantonese,H,Homeland,ACH2018,1,True
唔 無 試過,"唔,無試過.",C3,Cantonese,H,Homeland,ACH2018,1,True
都 係 無 嘅,都係無嘅.,C4,Cantonese,H,Homeland,ACH2018,0,False
我 覺得 自己 係 香港人 嚟 嘅,我覺得自己係香港人嚟嘅.,C7,Cantonese,H,Homeland,ACH2018,0,False
喂 你 呢個 題目 好,"喂,你呢個題目好--",C5,Cantonese,H,Homeland,ACH2018,0,False
都 好 難 答 架 喎 真係,都好難答架喎真係.,C7,Cantonese,H,Homeland,ACH2018,0,False
係 嘅 係 嘅,係嘅係嘅.,C4,Cantonese,H,Homeland,ACH2018,0,False
多數 都 係 香港人 多 嘅 係,多數都係香港人多嘅.係.,C7,Cantonese,H,Homeland,ACH2018,0,False
但係 外國人 會 多少少,但係外國人會多少少.,C4,Cantonese,H,Homeland,ACH2018,0,False
同埋 就係 唔 佢 嘅 我 覺得 佢 既 飲食 習慣 都 係 好 好睇 得 出 佢 係 一個 香港人 定 喺 其他 地方 嘅 人嚟 嘅,"同埋就係唔:: 佢嘅-- 我覺得佢既飲食習慣都係好,好睇得出佢係一個香港人定喺其他地方嘅人嚟嘅.",C28,Cantonese,H,Homeland,ACH2018,1,True
我 覺得 唔使 嘅,我覺得唔使嘅.,C4,Cantonese,H,Homeland,ACH2018,0,False
我 覺得 唔 得 既,我覺得唔得既.,C5,Cantonese,H,Homeland,ACH2018,1,True
有 啊 佢 話 我 講 我 嘅 廣東話 好多 懶音 囉,有啊佢話我講-- 我嘅廣東話好多懶音囉.,C12,Cantonese,H,Homeland,ACH2018,1,True
係 係 係,係係係.,C3,Cantonese,H,Homeland,ACH2018,0,False
我 諗 大部分 都 會 聽 得到 嘅 因為 香港人 講 英文 大部份 香港人 講 英文 都 係 會 有 一個 港式 嘅 口音 既 即係 佢 唔會 係 好 好好 外國人 講 英文 嗰種 感覺,"我諗,大部分都會聽得到嘅. 因為香港人講英文-- 大部份香港人講英文都係會有一個港式嘅口音既. 即係佢唔會係好,好好外國人講英文嗰種感覺.",C36,Cantonese,H,Homeland,ACH2018,0,False
香港人 係咪 一定要 識講 廣東話 我 頭 係 答 你 係 架 嘛,香港人係咪一定要識講廣東話? 我頭係答你係架嘛?,C13,Cantonese,H,Homeland,ACH2018,0,False
即係 有 幾 重要,即係有幾重要.,C4,Cantonese,H,Homeland,ACH2018,0,False
係 呀,係呀.,C2,Cantonese,H,Homeland,ACH2018,0,False
係 喇 即係 就係 有 呢 種 感覺 囉 即係 傾 正經 嘢 嘅 時候 就係 用 英文 去 講 咁 跟住 一 即係 完 咗 喇 跟住 就 即係 可能 送 我哋 出去 走 呀 或者 即係 閒聊 嘅 時候 跟 著 佢 就 用返 廣東話 咁 樣 囉,"係喇, 即係就係有呢種感覺囉. 即係, 傾正經嘢嘅時候就係用英文去講. 咁跟住一-- 即係完咗喇, 跟住就-- 即係可能送我哋出去走呀, 或者即係閒聊嘅時候, 跟著佢就用返廣東話咁樣囉.",C50,Cantonese,H,Homeland,ACH2018,0,False
但係 其實 佢哋 就算 住 咗 好耐 其實 佢 都 唔會 去,但係其實佢哋,C12,Cantonese,H,Homeland,ACH2022,0,False
香港 一啲 真係 嘅 文化 即可 能 茶餐廳 啊 可能 大排檔 啊 或者 周家 篤魚蛋 呀 嗰啲 其實 佢哋 未必 會 真係 去 願意 去,"真係嘅文化即可能茶餐廳啊可能大排檔啊,",C25,Cantonese,H,Homeland,ACH2022,2,True
香港 一啲 真係 嘅 文化 即可 能 茶餐廳 啊 可能 大排檔 啊 或者 周家 篤魚蛋 呀 嗰啲 其實 佢哋 未必 會 真係 去 願意 去,"或者周家篤魚蛋呀嗰啲其實佢哋未必會,",C25,Cantonese,H,Homeland,ACH2022,2,True
噉 即係 因爲 自己 都 係 喺 香港 長大 噉 一定會 試過 呀 呢啲 嘢 呀 噉樣 囉,"即係因爲自己,",C18,Cantonese,H,Homeland,ACH2022,0,False
噉 即係 因爲 自己 都 係 喺 香港 長大 噉 一定會 試過 呀 呢啲 嘢 呀 噉樣 囉 同埋 即係 可能 呢個 係 飲食 或者 生活 上面 呀 即係 另外 可能 係 工作 同埋 即係 可能 呢個 係 飲食 或者 生活 上面 呀 即係 另外 可能 係 工作,"都係喺香港長大噉一定會試過呀呢啲嘢呀噉樣囉. 同埋即係可能呢個係飲食或者生活上面呀即係另外可能係工作,",C48,Cantonese,H,Homeland,ACH2022,0,False
即係 因爲 有啲 有啲 地方 嘅 人 呢 真係 好 唔,"即係, 因爲有啲,",C11,Cantonese,H,Homeland,ACH2022,1,True
呃 識講 廣東話 如果 識 就 更 好 囉,"呃, 識講廣東話如果識就更好囉.",C9,Cantonese,H,Homeland,ACH2022,1,True
但係 廣東話 真係 都 好 難 學,但係廣東話真係都好難學.,C7,Cantonese,H,Homeland,ACH2022,0,False
係 周街 屙尿 啊 跟住 可能 係 講嘢 好 大聲 啊 比較 即係 可能 譬 譬如 搭地鐵 會 比較 衝鋒陷陣 要 硬 開 所有人 都 要 獲得 一個 座位 嘅 噉 嗰啲 就 會 比較 似 係 佢哋 咯,"跟住可能係,",C39,Cantonese,H,Homeland,ACH2022,2,True
係 周街 屙尿 啊 跟住 可能 係 講嘢 好 大聲 啊 比較 即係 可能 譬 譬如 搭地鐵 會 比較 衝鋒陷陣 要 硬 開 所有人 都 要 獲得 一個 座位 嘅 噉 嗰啲 就 會 比較 似 係 佢哋 咯,"講嘢好大聲啊,",C39,Cantonese,H,Homeland,ACH2022,2,True
係 周街 屙尿 啊 跟住 可能 係 講嘢 好 大聲 啊 比較 即係 可能 譬 譬如 搭地鐵 會 比較 衝鋒陷陣 要 硬 開 所有人 都 要 獲得 一個 座位 嘅 噉 嗰啲 就 會 比較 似 係 佢哋 咯,"比較,",C39,Cantonese,H,Homeland,ACH2022,2,True
係 周街 屙尿 啊 跟住 可能 係 講嘢 好 大聲 啊 比較 即係 可能 譬 譬如 搭地鐵 會 比較 衝鋒陷陣 要 硬 開 所有人 都 要 獲得 一個 座位 嘅 噉 嗰啲 就 會 比較 似 係 佢哋 咯,"即係可能譬譬如搭地鐵會比較衝鋒陷陣, 要硬開所有人都要獲得一個座位嘅,",C39,Cantonese,H,Homeland,ACH2022,2,True
係 周街 屙尿 啊 跟住 可能 係 講嘢 好 大聲 啊 比較 即係 可能 譬 譬如 搭地鐵 會 比較 衝鋒陷陣 要 硬 開 所有人 都 要 獲得 一個 座位 嘅 噉 嗰啲 就 會 比較 似 係 佢哋 咯,噉嗰啲就會比較似係佢哋咯.,C39,Cantonese,H,Homeland,ACH2022,2,True
有啲 咩 係 我 都 唔知 啊 可能 係 好 好 好 熱愛 自己 嘅 國家 好 忠於 佢哋 嘅,"有啲咩係我都唔知啊可能係,",C20,Cantonese,H,Homeland,ACH2022,1,True
有啲 咩 係 我 都 唔知 啊 可能 係 好 好 好 熱愛 自己 嘅 國家 好 忠於 佢哋 嘅,"好,好,",C20,Cantonese,H,Homeland,ACH2022,1,True
有啲 咩 係 我 都 唔知 啊 可能 係 好 好 好 熱愛 自己 嘅 國家 好 忠於 佢哋 嘅 可能,"好熱愛自己嘅國家好忠於佢哋嘅-- 可能,",C21,Cantonese,H,Homeland,ACH2022,1,True
可能 係噉 樣,可能係噉樣.,C3,Cantonese,H,Homeland,ACH2022,0,False
啊 係咪 大家 都 有 個,"啊,",C6,Cantonese,H,Homeland,ACH2022,1,True
即係 可能 係 佢哋 會 相信 自己 有 好多 唔同 發展 嘅 機會 啦 然後 可能 會 好 積極 去,"即係可能係佢哋會,",C20,Cantonese,H,Homeland,ACH2022,0,False
即係 可能 係 佢哋 會 相信 自己 有 好多 唔同 發展 嘅 機會 啦 然後 可能 會 好 積極 去,"相信自己有好多,",C20,Cantonese,H,Homeland,ACH2022,0,False
即係 可能 係 佢哋 會 相信 自己 有 好多 唔同 發展 嘅 機會 啦 然後 可能 會 好 積極 去,"唔同發展嘅機會啦然後可能會好,",C20,Cantonese,H,Homeland,ACH2022,0,False
嗰啲 夢想 噉樣 嘅 嘢 囉 同埋 都 係 一個 比較 啊 開放 啦 一個 自由 嘅 一個 地方 即係 無 噉 多 限制 或者 相應 嘅 框架 噉樣 囉,"啊開放啦一個自由嘅一個地方, 即係無噉多限制或者,",C30,Cantonese,H,Homeland,ACH2022,1,True
嗰啲 夢想 噉樣 嘅 嘢 囉 同埋 都 係 一個 比較 啊 開放 啦 一個 自由 嘅 一個 地方 即係 無 噉 多 限制 或者 相應 嘅 框架 噉樣 囉,相應嘅框架噉樣囉.,C30,Cantonese,H,Homeland,ACH2022,1,True
其實 我 覺得 都 我 唔知 係咪 個 問題 嘅 關 原生 父母 事 啦,"我唔知係咪個問題嘅關原生父母事啦,",C15,Cantonese,H,Homeland,ACH2022,0,False
本身 嘅 即係 可能 佢,"佢,",C5,Cantonese,H,Homeland,ACH2022,0,False
或者 可能 去 咗 外國 返嚟 回 留 嘅 人 啦 噉 其實,"噉,",C13,Cantonese,H,Homeland,ACH2022,0,False
或者 可能 去 咗 外國 返嚟 回 留 嘅 人 啦 噉 其實,"其實,",C13,Cantonese,H,Homeland,ACH2022,0,False
但係 其實 我 覺得 嗰個,"但係其實我覺得嗰個,",C5,Cantonese,H,Homeland,ACH2022,0,False
嗰個 認同 都 係 睇 佢哋 自己 囉 即係 如果 佢哋 係 完全 即 都 係 無 對 一個 地方 無 感情 或者 其實 佢哋 生活 上面 都 係,"嗰個認同都係睇佢哋自己囉即係如果佢哋係完全,",C29,Cantonese,H,Homeland,ACH2022,0,False
嗰個 認同 都 係 睇 佢哋 自己 囉 即係 如果 佢哋 係 完全 即 都 係 無 對 一個 地方 無 感情 或者 其實 佢哋 生活 上面 都 係,即都係無對一個地方無感情或者其實佢哋生活上面都係--,C29,Cantonese,H,Homeland,ACH2022,0,False
有 嗰個,"有嗰個,",C2,Cantonese,H,Homeland,ACH2022,0,False
唔 識,唔識.,C2,Cantonese,H,Homeland,ACH2022,1,True
啊 係 喎 唔記得 咗 添 係 都 識 嘅,"啊係喎唔記得咗添, 係都識嘅.",C10,Cantonese,H,Homeland,ACH2022,1,True
唔 識,唔識.,C2,Cantonese,H,Homeland,ACH2022,1,True
英 文 如果 講,"英,文,",C4,Cantonese,H,Homeland,ACH2022,0,False
英 文 如果 講,如果講--,C4,Cantonese,H,Homeland,ACH2022,0,False
我 幾時 會 用到 呢,我幾時會用到呢.,C5,Cantonese,H,Homeland,ACH2022,0,False
其實 普通話 而家 都 少 嘅 因為 盡可能 我 都 會 講 廣東話 啦 噉 英文 呢 就,"其實普通話而家都少嘅因為盡可能我都會講廣東話啦,",C18,Cantonese,H,Homeland,ACH2022,0,False
其實 普通話 而家 都 少 嘅 因為 盡可能 我 都 會 講 廣東話 啦 噉 英文 呢 就,"噉,",C18,Cantonese,H,Homeland,ACH2022,0,False
其實 普通話 而家 都 少 嘅 因為 盡可能 我 都 會 講 廣東話 啦 噉 英文 呢 就,英文呢就--,C18,Cantonese,H,Homeland,ACH2022,0,False
哦 哦 哦,哦哦哦.,C3,UNKNOWN,H,Homeland,ACH2022,3,True
如果 平時 主要 都 係 廣東話 為 主 囉 噉 但係 可能,"如果,",C12,Cantonese,H,Homeland,ACH2022,0,False
都 都 真係 比較 少 啦 而家 因為 佢 都 無 乜,"eh都, ",C12,Cantonese,H,Homeland,ACH2022,0,False
都 係 同 我 一樣 都 係 廣東話 英文 普通話,"eh都係同我一樣, 都係廣東話英文普通話.",C10,Cantonese,H,Homeland,ACH2022,0,False
因爲 因為 好 慘 啦 真 就嚟 無人 識講 廣東話 啦 即如 果 你 自己 唔 唔 保存 呢 一樣嘢 嘅話 就 會 無 咗 囉 噉,"因爲,",C27,Cantonese,H,Homeland,ACH2022,2,True
因爲 因為 好 慘 啦 真 就嚟 無人 識講 廣東話 啦 即如 果 你 自己 唔 唔 保存 呢 一樣嘢 嘅話 就 會 無 咗 囉 噉,"因為好慘啦真就嚟無人識講廣東話啦即如果你自己唔,",C27,Cantonese,H,Homeland,ACH2022,2,True
因爲 因為 好 慘 啦 真 就嚟 無人 識講 廣東話 啦 即如 果 你 自己 唔 唔 保存 呢 一樣嘢 嘅話 就 會 無 咗 囉 噉,"唔保存呢一樣嘢嘅話就會無咗囉噉,",C27,Cantonese,H,Homeland,ACH2022,2,True
係 我 覺得 真係 廣東話 都 作為 一個 歷史 比較 深遠 啲 嘅 一個一個 一個 語言 呀 即係,"一個語言呀即係,",C18,Cantonese,H,Homeland,ACH2022,0,False
即係 即係 當 你 諗 到 其實 啲 唐詩 係 用 廣東話 讀 係 會 押韻 啲 或者 順暢 啲 嘅 時候 即係 就 覺得 啊 其實 係 一個 好 好 靚 嘅 一個,"即係,",C34,Cantonese,H,Homeland,ACH2022,1,True
即係 即係 當 你 諗 到 其實 啲 唐詩 係 用 廣東話 讀 係 會 押韻 啲 或者 順暢 啲 嘅 時候 即係 就 覺得 啊 其實 係 一個 好 好 靚 嘅 一個,"就覺得啊其實係一個好,",C34,Cantonese,H,Homeland,ACH2022,1,True
囉 佢 唔 值得 噉樣 就 無 咗 噉樣,就無咗噉樣.,C9,Cantonese,H,Homeland,ACH2022,1,True
我 覺得 幾 好 喎,我覺得幾好喎.,C5,Cantonese,H,Homeland,ACH2022,0,False
就係 一個 就 著 唔同 地方 去 變化 嘅 一樣嘢 呢 嚟㗎 嘛 噉 即係 呢 一個 語言 來到 香港 啦 即係 我哋 香港人 有 佢 自己 嘅 一啲 變化 其實 我 都 覺得 係 幾 得意 嘅 啲,"就著唔同地方去變化嘅一樣嘢呢嚟㗎嘛噉,",C39,Cantonese,H,Homeland,ACH2022,0,False
就係 一個 就 著 唔同 地方 去 變化 嘅 一樣嘢 呢 嚟㗎 嘛 噉 即係 呢 一個 語言 來到 香港 啦 即係 我哋 香港人 有 佢 自己 嘅 一啲 變化 其實 我 都 覺得 係 幾 得意 嘅 啲,"即係呢一個語言來到香港啦, 即係我哋香港人有佢自己嘅一啲,",C39,Cantonese,H,Homeland,ACH2022,0,False
但係 又 無講 啲 咩喎 即係 可能 我 同 其他 朋友 佢哋 會話 佢哋 係 比較,"但係又無講啲咩喎, 即係可能我同其他朋友佢哋會話佢哋係, 比較,",C16,Cantonese,H,Homeland,ACH2022,0,False
我 都 唔知 可能 都 係 偏 係 美國 啲 我 都 唔知 因爲 我 都 會 自己 諗返 呀 點解 我 係 會 偏向 美國 啲 呢 真係 明明 香港 學 都 係 比較 英 式 啲 嘅 英文 啦,"我都唔知, 可能都係偏係,",C41,Cantonese,H,Homeland,ACH2022,0,False
我 都 唔知 可能 都 係 偏 係 美國 啲 我 都 唔知 因爲 我 都 會 自己 諗返 呀 點解 我 係 會 偏向 美國 啲 呢 真係 明明 香港 學 都 係 比較 英 式 啲 嘅 英文 啦,"美國,",C41,Cantonese,H,Homeland,ACH2022,0,False
我 都 唔知 可能 都 係 偏 係 美國 啲 我 都 唔知 因爲 我 都 會 自己 諗返 呀 點解 我 係 會 偏向 美國 啲 呢 真係 明明 香港 學 都 係 比較 英 式 啲 嘅 英文 啦,"啲我都唔知因爲我都會自己諗返呀點解我係,",C41,Cantonese,H,Homeland,ACH2022,0,False
我 都 唔知 可能 都 係 偏 係 美國 啲 我 都 唔知 因爲 我 都 會 自己 諗返 呀 點解 我 係 會 偏向 美國 啲 呢 真係 明明 香港 學 都 係 比較 英 式 啲 嘅 英文 啦,"會偏向美國啲呢真係明明香港學都係比較英式啲嘅,",C41,Cantonese,H,Homeland,ACH2022,0,False
我 都 唔知 可能 都 係 偏 係 美國 啲 我 都 唔知 因爲 我 都 會 自己 諗返 呀 點解 我 係 會 偏向 美國 啲 呢 真係 明明 香港 學 都 係 比較 英 式 啲 嘅 英文 啦 但係 即係 因為 我 細個 學 英文 呢 除咗 真係 幼稚園 之外 呢 就係 講得 最多 係 工人 姐姐 啦 因爲 工人 姐姐 唔 識講 廣東話 或者 中文 嘅 噉 就 全 英文 啦,"英文啦但係,",C75,Cantonese,H,Homeland,ACH2022,1,True
但係 即係 因為 我 細個 學 英文 呢 除咗 真係 幼稚園 之外 呢 就係 講得 最多 係 工人 姐姐 啦 因爲 工人 姐姐 唔 識講 廣東話 或者 中文 嘅 噉 就 全 英文 啦,"即係因為我細個學英文呢除咗真係幼稚園之外呢就係講得最多係工人姐姐啦因爲工人姐姐唔識講,",C34,Cantonese,H,Homeland,ACH2022,1,True
但係 即係 因為 我 細個 學 英文 呢 除咗 真係 幼稚園 之外 呢 就係 講得 最多 係 工人 姐姐 啦 因爲 工人 姐姐 唔 識講 廣東話 或者 中文 嘅 噉 就 全 英文 啦,廣東話或者中文嘅噉就全英文啦.,C34,Cantonese,H,Homeland,ACH2022,1,True
噉 細個 再 學 英文 呢 就係 跟 台灣 嘅 一啲 英語 雜誌 睇 佢哋 嘅 嘅 嘅,"噉細個再學英文呢就係跟台灣嘅一啲英語雜誌睇佢哋嘅, ",C18,Cantonese,H,Homeland,ACH2022,0,False
噉 細個 再 學 英文 呢 就係 跟 台灣 嘅 一啲 英語 雜誌 睇 佢哋 嘅 嘅 嘅,"嘅,嘅,",C18,Cantonese,H,Homeland,ACH2022,0,False
噉樣 啦 噉 佢哋 嗰啲 都 係 比較 美式 啲 嘅 英文 嚟 嘅,美式啲嘅,C14,Cantonese,H,Homeland,ACH2022,0,False
噉樣 啦 噉 佢哋 嗰啲 都 係 比較 美式 啲 嘅 英文 嚟 嘅 嘅 噉 所以 可能 都 係 由細到大 一路 噉樣 成長 即係 再 大 啲 可能 而家 可能 係 睇 比較 多 美 劇 呀 吸收 嘅 東西 都 會 比較 係 可能 美式 嘅 嘢 多 啲 囉,"英文嚟嘅噉所以可能都係由細到大一路噉樣成長即係再大啲可能而家可能係睇,",C52,Cantonese,H,Homeland,ACH2022,0,False
嘅 噉 所以 可能 都 係 由細到大 一路 噉樣 成長 即係 再 大 啲 可能 而家 可能 係 睇 比較 多 美 劇 呀 吸收 嘅 東西 都 會 比較 係 可能 美式 嘅 嘢 多 啲 囉,比較多美劇呀吸收嘅東西都會比較係可能美式嘅嘢多啲囉.,C38,Cantonese,H,Homeland,ACH2022,0,False
噉 又 無 喎,噉又無喎.,C4,Cantonese,H,Homeland,ACH2022,0,False
可能 我 講 啲 字 會 比較 老土 啲,"Eh可能我講啲字會比較,",C9,Cantonese,H,Homeland,ACH2022,0,False
可能 我 講 啲 字 會 比較 老土 啲,老土啲?,C9,Cantonese,H,Homeland,ACH2022,0,False
即係 可能 我 會 講 即係 可能 有人 讚 你 嘅 時候 我 就 講 言重 喇 言重 喇 噉 我 講 呢啲 可能 老派 少少 嘅 廣東話 但係 係 囉 但係 其實,"即係可能我會講,",C33,Cantonese,H,Homeland,ACH2022,0,False
即係 可能 我 會 講 即係 可能 有人 讚 你 嘅 時候 我 就 講 言重 喇 言重 喇 噉 我 講 呢啲 可能 老派 少少 嘅 廣東話 但係 係 囉 但係 其實,"即係可能有人讚你嘅時候我就講言重喇言重喇噉我講呢啲可能,",C33,Cantonese,H,Homeland,ACH2022,0,False
即係 可能 我 會 講 即係 可能 有人 讚 你 嘅 時候 我 就 講 言重 喇 言重 喇 噉 我 講 呢啲 可能 老派 少少 嘅 廣東話 但係 係 囉 但係 其實,老派少少嘅,C33,Cantonese,H,Homeland,ACH2022,0,False
即係 可能 我 會 講 即係 可能 有人 讚 你 嘅 時候 我 就 講 言重 喇 言重 喇 噉 我 講 呢啲 可能 老派 少少 嘅 廣東話 但係 係 囉 但係 其實,"廣東話但係,",C33,Cantonese,H,Homeland,ACH2022,0,False
我 呢個 真係 唔知 喎,我呢個真係唔知喎.,C5,Cantonese,H,Homeland,ACH2022,0,False
就 香港 囉,就香港囉.,C3,Cantonese,H,Homeland,ACH2022,0,False
即係 唔知 喎 呢個,"即係,",C4,Cantonese,H,Homeland,ACH2022,0,False
即係 唔知 喎 呢個,唔知喎呢個.,C4,Cantonese,H,Homeland,ACH2022,0,False
即係 我 聽 唔 聽 得 出 佢 係咪 香港人,eh即係我聽唔聽得出佢係咪香港人?,C10,Cantonese,H,Homeland,ACH2022,1,True
聼 得 出 㗎,聼得出㗎.,C4,Cantonese,H,Homeland,ACH2022,0,False
聽 口音 呀 即係 如果 係,聽口音呀即係如果係--,C6,Cantonese,H,Homeland,ACH2022,0,False
係 聽 得 出 嘅 即係 可能 會 咬字 唔 正 啦,係聽得出嘅即係可能會咬字唔正啦.,C12,Cantonese,H,Homeland,ACH2022,1,True
跟住 可能 有啲 入聲 嗰啲 會 讀 唔 到 呀 噉 嗰啲 其實 就 好 明顯 就 聽 得 出,"跟住可能有啲,",C20,Cantonese,H,Homeland,ACH2022,1,True
跟住 可能 有啲 入聲 嗰啲 會 讀 唔 到 呀 噉 嗰啲 其實 就 好 明顯 就 聽 得 出,"入聲嗰啲會讀唔到呀, 噉嗰啲其實就好明顯就聽得出.",C20,Cantonese,H,Homeland,ACH2022,1,True
係 係 呀 呀 我 我 都 都 有 有 諗起 諗起 係 係 呀 呀,係呀我都有諗起係呀.,C16,Cantonese,H,Homeland,ACH2022,0,False
麥 燕 凍檸茶 佢 就 麥 燕 即 但係 佢 讀 唔 到 嗰啲 個 口腔 個位 唔 啱,"麥燕凍檸茶佢就麥燕即但係佢讀唔到嗰啲,",C19,Cantonese,H,Homeland,ACH2022,2,True
麥 燕 凍檸茶 佢 就 麥 燕 即 但係 佢 讀 唔 到 嗰啲 個 口腔 個位 唔 啱,個口腔個位唔啱.,C19,Cantonese,H,Homeland,ACH2022,2,True
