sentence,pattern,num_matches,has_match,best_similarity,has_c_to_e,has_e_to_c,match_1_similarity,match_1_language,match_2_similarity,match_2_language,match_3_similarity,match_3_language
eh 我 我 覺得 似 四不像 嗰啲 囉,E1-C7,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
因為 eh,C1-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
即係 都 都 一定會 有 Hong Kong English 嘅 嗰個 影響 喺度 嘅,C5-E3-C5,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
尤其 係 當 你 嗰個 用 嘅 場合 越 informal 嘅 時候 成 件 事 就 越 cantonese 啊,C9-E1-C7-E1-C1,40,True,0.8,True,True,0.8,english,0.8,english,0.8,english
跟住 但係 如果 你 eh 要 去 present 啊 啲 比較 正式 嘅 場合 就 有時,C4-E1-C2-E1-C8,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.5714285714285714,english
即係 就 會 俾 就 shake off 咗 cantonese 個 影響 囉 但係 你 話 係咪 真係 好,C5-E2-C1-E1-C9,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
個 影響 囉 但係 你 話 係咪 真係 好 exactly 好 好 British 咁 應該 唔係 囉,C9-E1-C2-E1-C4,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
即係 純粹 係 我 覺得 佢 因為 British 來 呢 幾 個 feature 佢 噉樣 呢 幾 個 part pronunciation,C7-E1-C4-E1-C5-E2,50,True,0.8,True,True,0.8,english,0.8,english,0.8,english
講出嚟 嘅 時候 比較 唔使 要 用 咁多 effort 所以 我 就 take 咗 嗰 幾 個 噉樣 但係,C8-E1-C3-E1-C6,40,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
類似 係 我 自己 integrate 咗 一堆 唔同 feature 嗰啲 入去 所以 都 唔會 特別 話 有 邊個 label,C4-E1-C3-E1-C9-E1,50,True,1.0,True,True,1.0,english,1.0,english,1.0,english
Yeah 同埋 佢 會 轉 囉 即係 跟住 場合,E1-C8,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
因為 我 講嘢 唔係 好 鍾意 即係 嗰個 oral cavity 呢 長期 hold 住 同一 個 大細 呢,C8-E2-C2-E1-C5,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
即係 嗰啲 eh consonant 又 俾 我 食晒 啦,C2-E2-C5,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.6666666666666667,english,0.6666666666666667,english
都 有 好多 食 咗 嗰啲 eh 例如 一個 變 咗 成 變 咗 做 一個 噉樣 跟住,C6-E1-C11,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,cantonese
可能 因為 interview 所以 就要 講得 比較 正式 啲 囉 平時 會 eyh 噉樣 講嘢,C2-E1-C9-E1-C2,40,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
eh 應該 都 去 Hong Kong Strain 啦 即係 都 係 Hong Kong Cantonese 啦,E1-C3-E3-C4-E3-C1,50,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
好 eh 香港 港式 嘅 一啲 你 一定 唔會 讀 錯 或者 不會 撈亂 嘅 嗰啲 音 啊 唔會 發 嘅 嗰啲 音 例如,C1-E1-C22,20,True,0.6666666666666667,True,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
香港 即係 如果 佢 係 港式 嘅 Cantonese 咁 就 容易 啲,C7-E1-C4,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
即係 有啲 人 係 佢 嗰啲 accent 玩 到 出神入化 咁 囉 即係 真係 一 聽 哇 幾 似 eh,C6-E1-C12-E1,30,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.75,english,0.75,english
人哋 native American 啊 British 啊 又 或者 唔知 其他 嗰啲 噉樣 嗰啲 就 真係 唔知,C1-E2-C1-E1-C11,40,True,0.6,True,True,0.6,english,0.6,english,0.6,english
emm 我 覺得 當 你 如果 真係 好 鍾意 呢個 地方 嘅 時候 你 會 自自然然 即係 就算 你 未 去到 你 會 master 到 呢個 語言 都 好 但係 你 會 有心 會 想,E1-C22-E1-C11,30,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
去 例如 鑽研 去 一啲 嘢 啦 即係 可能 係 eh,C10-E1,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
噉樣 去 去 研究 佢 即係 可能 有啲 Professor 即係 外國 嘅 唔 識講 但係 佢 會 即係 對於 廣東話 認識 仲多 個 嗰啲,C8-E1-C15,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
即係 對於 廣東話 認識 仲多 個 嗰啲 local 咁 我 覺得 都 係 一個 即係 由 語言 表達 到,C7-E1-C11,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,english,0.7142857142857143,english
有 自己 嗰啲 regional dialect 咁 唔 一定 pick up 我哋 呢個 即係 佢 都 有 自己 出世 嘅 地方,C3-E2-C3-E2-C10,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
都 某程度上 嘅 即係 個 用 嘅 語言 嘅 identify 到 個 身份 因為,C9-E1-C4,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,cantonese
廣東話 係 一個 即係 夾 除咗 係 中間 又 或者 係 一個 比較 特別 啲 嘅 語言 即係 佢 成日 都 eh,C21-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
即係 會 喺 政策 度 會 提到 佢 嘅 但係 又 唔係 好 officially recognize 嘅,C13-E2-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
即係 例如 係 eh 三 文 兩 語 個 文 係 唔會 明 講 啦 佢 係 cantonese Chinese 佢 而 係 即係 得,C3-E1-C13-E2-C5,40,True,0.8571428571428572,True,True,0.8571428571428572,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
佢 個 spoken form 係 例如 三 文 兩 語,C2-E2-C6,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
唔係 兩文三語 個三 語 有 xx)recognize 到 嘅 即係 佢 有少少,C5-E1-C5,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
跟住 同埋 eh,C2-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
即係 某程度上 啲 人 即係 講 啊 我 係 一個 香港人 嘅 時候 某程度上 都 會 expect 你 咁 你 都 會 識講 廣東話 噉樣,C16-E1-C8,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
emm 通常 係 越 formal 嘅 場合 就 越 多 英文 跟住 就,E1-C3-E1-C8,30,True,1.0,True,True,1.0,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
嘅 場合 就 越 多 英文 跟住 就 informal 嘅 就 廣東話 即係 eh 例如 屋企 啊 同 eh,C8-E1-C4-E1-C4-E1,50,True,0.75,True,True,0.75,english,0.75,english,0.75,english
eh 即係 通常 好 academic 嘅 嘢 上面 就 多 啲,E1-C3-E1-C6,30,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,cantonese,0.8571428571428572,cantonese
英文 囉 咁 所以 即係 如果 可能 係 同 啲 friend 傾 academic 嘅 嘢 咁 中間 就 好多 code switching,C10-E1-C1-E1-C6-E2,50,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
都 幾 成日 嘅 即係 尤其 係 有啲 academic terms,C8-E2,10,True,1.0,True,False,1.0,english,1.0,english,0.8,english
即係 你 本身 學 開 你 就係 講 英文 嘅 version 你 特登 講返 中文 係,C10-E1-C5,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
反而 唔知 道 佢 叫 乜嘢 名 啦 都 有啲 即係 日常 可能 已經 eh 大部份 就算 你 唔係 學 過 英文 即係 嗰啲 阿婆 都 識講 即係 嗰啲 咩 send 啊,C14-E1-C15-E1-C1,40,True,1.0,True,True,1.0,cantonese,0.8,english,0.8,english
eh 嗰啲 即係 比較 日常 嘅 嗰啲 用字 就 都 係 英文 啦 跟住 仲有 例如 係 可能 朋友 之間 咁 有啲,E1-C21,10,True,0.6,False,True,0.6,cantonese,0.6,cantonese,0.6,cantonese
朋友 比較 鐘意 用 英文 嘅 咁 可能 個個 同 佢哋 嘅 conversation 就 可能 就 直頭 唔係 一個字 一個字 噉樣 去 轉 英文 而 係,C12-E1-C13,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
可能 成 句 突然間 講講 吓 跟住 又 一句 成 句 都 係 用 英文 講 又 或者 有時候 想 quote eh 有啲 meme 啊 有啲 外國 culture 嘅 嘢 咁 嗰 句 就 可能 係,C20-E2-C1-E1-C3-E1-C8,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
eh 要 用返 成 句 英文 先 保留 嗰個 contextual meaning 喺度,E1-C8-E2-C1,30,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
eh 通常 例如 係 佢 唔係 即係 唔係 local 但 佢 識講 啲 廣東話 咁 佢 有啲 可能 比較 地道 啲 嘅 即係 例如 係 Malaysian 嗰啲,E1-C7-E1-C16-E1-C1,50,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
嗰啲 學生 咁 就 即係 佢 用 佢 嗰啲 廣東話 首先 唔 可以 太 港式 啦 即係 有啲 idiom 嗰啲 可能 就要,C18-E1-C3,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
用 少 啲 咁 取而代之 可能 就 用返 英文 去 replace 佢 同埋 有時 講講 吓 因為 即係 對方 可能 都 即係 要 啲 時間 去 catch up 廣東話 咁 有 有啲 話 可能 佢 聽到 好 攰 咁 我哋 就 轉 返 用 英文 去 講,C10-E1-C15-E2-C19,40,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,cantonese
emm 首先 係 formality 啦 即係 有啲 係 真係,E1-C2-E1-C5,30,True,1.0,True,True,1.0,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
本身 嗰個 場合 即係 就 用開 英文 又 或者 係 requirement 嚟 嘅 你 你 個 essay 啲 powerpoint 要 英文 嘅 咁 就 當然 用返 英文 啦 有啲 係 可能 對方 本身 識 嘅 嗰個 嗰個 語言 同 即係 自己 係 唔 一樣 咁 盡量 搵 中間 會 平衡 啲,C10-E1-C5-E1-C1-E1-C32,60,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,english
eh 廣東話 有時 就 多放 啲 英文 噉樣,E1-C7,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
有時 就 純粹 係 心情 囉 即係 有啲 有啲 句子 可能 係 得 英文 或者 係 佢 個 specific 先有 嗰啲 例如,C18-E1-C3,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
先有 嗰啲 例如 meme 啊 嗰啲 句子 噉樣 你 轉 返 個中 文 咁 人哋 唔知 道 咩意思 啦,C3-E1-C15,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,english,0.8571428571428572,english
即係 eh,C1-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
relate to 你 eh,E2-C1-E1,20,True,1.0,True,True,1.0,english,1.0,english,1.0,english
用 嗰個 例如 formality 啦 即係 所以 通常 講 英文 嘅 時候 有少少 少少 躁 啲 嘅 感覺,C3-E1-C14,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
不過 唔係 話 即係 好 exaggerate 因為 我 講得 比較 唔,C5-E1-C5,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.8571428571428572,cantonese,0.8571428571428572,cantonese
即係 我 食 成日 食螺絲 咁 就 係 減弱 左 但係 即係 如果 eh,C13-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
可能 eh 有啲 script 就 有得 講 勁 流暢 即係 講 吓 覺得 自己 好 跟住,C1-E1-C1-E1-C12,40,True,0.8,True,True,0.8,english,0.8,english,0.8,english
跟住 eh,C1-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
廣東話 就 因為 比較 informal 嗰啲 多 啲 就 可能 比較 覺得 隨和 啲 啊 噉樣 但係,C4-E1-C12,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
有陣時 調 返 轉 即係 如果 嗰啲 英文 係 講 啲 比較 即係 點講 即係 比 较 地道 啲 啊 比較 當地 culture 啲 嘢 咁 就 又,C22-E1-C5,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,cantonese,0.7142857142857143,cantonese
唔會 話 有 嗰隻 嗰隻 好 嘅 personality 喺度,C7-E1-C1,20,True,1.0,True,True,1.0,cantonese,1.0,cantonese,1.0,cantonese
emm 我 覺得 係 佢 嗰個 接受 程度 即係 我 好睇 佢 嗰個 code switching 個 pattern 囉 即係 如果 你 係,E1-C12-E2-C1-E1-C5,50,True,1.0,True,True,1.0,cantonese,0.8571428571428572,english,0.8571428571428572,cantonese
即係 喺 你 即係 大家 通常 約定俗成 咗 有啲 位 係 多 即係 比較 接受 到 code switching 嘅 即係 例如 係 一啲 名詞 啊 一啲 動詞 啦 即係,C16-E2-C11,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.8571428571428572,cantonese
eh 仲要 係 因為 外國 有 嗰啲 講法 先 跟住 你 再 同埋 你 用 嗰啲 講法 講 係 會 快 啲 啊,E1-C22,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
你 已經 慣 咗 咁 樣 講 咁 呢個 情況 嘅 code switching 就 會 比較 聽落 無咁 囉 但係 如果 你 即係 佢 個,C11-E2-C12,20,True,0.8571428571428572,True,True,0.8571428571428572,cantonese,0.8571428571428572,cantonese,0.7142857142857143,english
囉 但係 如果 你 即係 佢 個 pattern 勁 奇怪 係 一啲,C7-E1-C4,20,True,0.5714285714285714,True,True,0.5714285714285714,english,0.5714285714285714,english,0.5714285714285714,english
code switch 嘅 嗰啲 字 喺度 轉 又 或者 佢 太過 頻繁 咁 好似,E2-C12,10,True,0.8333333333333334,False,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.6666666666666667,cantonese
eh 一個字 中文 一個字 英文 咁 就 會 覺得 有啲 反而 阻 咗 佢,E1-C13,10,True,0.8,False,True,0.8,cantonese,0.6,cantonese,0.6,cantonese
咁 就 會 覺得 有啲 反而 阻 咗 佢 因為 本身 code switch 就係 為咗 想,C11-E2-C3,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
即係 我哋 嘅 腦 兩 個 Language 一 一齊 maximize 佢 嗰個 efficiency 嘛,C6-E1-C2-E1-C2-E1-C1,60,True,0.8,True,True,0.8,english,0.8,english,0.8,english
eh 我 係 啦 平時 係 係 都 係,E1-C8,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
eh 讀緊 書,E1-C2,10,True,1.0,False,True,1.0,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
而家 讀緊 mechanical engineering,C2-E2,10,True,0.75,True,False,0.75,english,0.75,english,0.75,english
eh 喺 大陸,E1-C2,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
eh 小學 係 長沙灣 中學 係 石硤尾,E1-C6,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
eh 我 學校 我 小 中小學 都 係 基督教,E1-C8,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
除咗 之外 都 除咗 之外 冇乜 接觸 eh 宗教 囉 基本上,C7-E1-C3,20,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.8333333333333334,cantonese,0.8333333333333334,cantonese
eh 無 乜,E1-C2,10,True,1.0,False,True,1.0,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
哦 呢度 呢度 呢度 係 呢度 大學 宿舍 咁 eh 係 囉 都 係 香港人 多 囉 長大 嘅 環境 都 係 囉,C9-E1-C13,20,True,0.8571428571428572,True,True,0.8571428571428572,english,0.7142857142857143,english,0.7142857142857143,english
都 係 local 多 都 係 香港人 多,C2-E1-C5,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
我 諗 即可 能 文化 上 同 主流 嘅 香港人 係 相 最 最 類似 啦 即 譬如 可能 語言 上 係 講 廣東話 嘅 或者 emm 可能 啲 價值觀 上 係 有 一啲 共通 嘅 地方,C26-E1-C10,20,True,0.7142857142857143,True,True,0.7142857142857143,cantonese,0.7142857142857143,cantonese,0.7142857142857143,cantonese
eh 譬如 譬如 譬如 香港 可能 eh 即 做嘢 好好 好 急促 啦 實際 生活 就 好 急促 啦 可能 emm 真 會 習慣 到 咁 樣 嘅 節奏 啦 或者 emm,E1-C5-E1-C13-E1-C10-E1,60,True,1.0,True,True,1.0,english,1.0,english,1.0,english
我 真係 唔知 唔係 如果 如果 如果 佢 因爲 因為 eh 中國 嘅話 佢 佢 係 佢 係 用,C10-E1-C8,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
eh 即係 中國政府 定義 嘅 中國人,E1-C5,10,True,0.8,False,True,0.8,cantonese,0.6,cantonese,0.6,cantonese
我 諗 我 諗 都 係 emm 可能 都 有 一啲 共同 嘅 價值 啦 咁 我 唔 清楚 啦 即 譬如 如果 我 譬如 如果 我 要 入籍 美國 嘅話 咁 可能 要 考 一啲 試 啊 即 要 要 知道 美國 歷史 呀 認同 美國 嘅 文化 咁 樣 咁 係 囉,C6-E1-C47,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
eh 係 囉,E1-C2,10,True,0.6666666666666667,False,True,0.6666666666666667,cantonese,0.6666666666666667,cantonese,0.6666666666666667,cantonese
哦 咁 首先 係 一定 係 美國人 先 啦 咁 始終 係 美國 出世 咁 同埋 係 咁 佢 係咪 美國 長大 先 即係 如果 如果 係 okay 如果 咁 係 美國 長大 嘅話 係 囉 咁 咁 就 無容置疑 啦 係 美國人 就 咁 但係 即 會 唔會 都 有 香港人 嘅 成份 呢 就 好睇 佢,C27-E1-C30,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
eh 或者 佢 嘅 圈子 有無 啲 其他 都 係 eh 阿爸 即 個 家庭 係 香港 去 嘅 咁 樣 或者 佢 係 囉 即 平時 生活 有無 接觸 到 香港 文化 咁 樣 咁 如果 無 嘅話 就 都 唔係 即 都 唔係 就 淨係 美國人,E1-C9-E1-C37,30,True,0.8,True,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
同埋 同埋 佢 家長 都 有 pass down 啲 香港 文化 嘅 嘢 畀 佢,C6-E2-C7,20,True,0.7142857142857143,True,True,0.7142857142857143,english,0.7142857142857143,english,0.7142857142857143,english
有 學 過 其他 語言 囉 但係 eh 未 去到 叫做 識講 嘅 level 即 唔係 fluent,C7-E1-C5-E1-C2-E1,50,True,0.8333333333333334,True,True,0.8333333333333334,cantonese,0.75,english,0.75,english
哦 eh 我 唔 識 但係 我 我 唔 識 啊 但係 我 上 過客 家 客家話 班,C1-E1-C16,20,True,1.0,True,True,1.0,english,1.0,english,1.0,english
哦 okay,C1-E1,10,True,1.0,True,False,1.0,english,1.0,english,1.0,english
eh 無 啦 係 囉 基本上 無 唔係 其實 我 唔係 如果 你 expose 嘅話 咁,E1-C12-E1-C2,30,True,1.0,True,True,1.0,cantonese,1.0,cantonese,0.8333333333333334,english
eh 係 囉 即係 日文 啊 咁 樣 咁 但係,E1-C9,10,True,0.8,False,True,0.8,cantonese,0.8,cantonese,0.8,cantonese
