original,cleaned,annotation_text_before,annotation_text_after
--,,啊 你 - -   你 個 - -   你 個 - -   你 個,啊 你 你 個 你 個 你 個
--,,啊 你 - -   你 個 - -   你 個 - -   你 個,啊 你 你 個 你 個 你 個
--,,"我 覺 得 我 哋 係 會 ,   係 嗰 個 - -   個",我 覺得 我哋 係 會 係 嗰個 個
--,,"其 實 佢 - -   佢 哋 自 己 同 屋 企 人 交 流 ,   都 係 用 返 去 自 己 即 係 屋 企 嘅 ,   即 係 嗰 個",其實 佢 佢哋 自己 同屋 企 人 交流 都 係 用返 去 自己 即係 屋企 嘅 即係 嗰個
--,,噉 我 覺 得 首 先 就 要 知 - -   即 係 大 家 係 會,噉 我 覺得 首先 就要 知 即係 大家 係 會
--,,中 - -,中
--,,同 埋 : : - -   同 埋 就 係 香 港 人 講 嘅,同埋 同埋 就係 香港人 講 嘅
--,,即 係 假 設 - -   即 係 起 碼 你 一 定 會 識,即係 假設 即係 起碼 你 一定會 識
--,,"有 時 呢 ,   因 爲 我 試 過 去 美 國 呢 ,   我 - -   我 同 佢 講 話 我 要 買 - -   買 - -   買 嗰 啲",有時 呢 因爲 我 試過 去 美國 呢 我 我 同 佢 講話 我 要 買 買 買 嗰啲
--,,"有 時 呢 ,   因 爲 我 試 過 去 美 國 呢 ,   我 - -   我 同 佢 講 話 我 要 買 - -   買 - -   買 嗰 啲",有時 呢 因爲 我 試過 去 美國 呢 我 我 同 佢 講話 我 要 買 買 買 嗰啲
--,,"有 時 呢 ,   因 爲 我 試 過 去 美 國 呢 ,   我 - -   我 同 佢 講 話 我 要 買 - -   買 - -   買 嗰 啲",有時 呢 因爲 我 試過 去 美國 呢 我 我 同 佢 講話 我 要 買 買 買 嗰啲
--,,"啦 ,   同 埋 一 啲 : : - -   一 啲 : :     即 係",啦 同埋 一啲 一啲 即係
--,,"自 己 係 香 港 人 嘅 話 ,   我 覺 得 你 起 碼 要 識 - -   識 講 囉 .",自己 係 香港人 嘅話 我 覺得 你 起碼 要 識 識講 囉
--,,"你 - -   但 你 意 思 係 佢 : : - -   係 你 意 思 係 佢 : :   係 ,   即 係 想",你 但 你 意思 係 佢 係 你 意思 係 佢 係 即係 想
--,,"你 - -   但 你 意 思 係 佢 : : - -   係 你 意 思 係 佢 : :   係 ,   即 係 想",你 但 你 意思 係 佢 係 你 意思 係 佢 係 即係 想
--,,"係 囉 ,   教 我 嘅 : : - -   我 嘅 ,   仔 女 啦 ,   同 埋 我 嘅",係 囉 教 我 嘅 我 嘅 仔女 啦 同埋 我 嘅
--,,"我 自 己 就 - -   因 為 我 - -   我 - -   我   阿 媽 嗰 邊 呢 佢 係 ,   佢 係 ,",我 自己 就 因為 我 我 我 阿媽 嗰邊 呢 佢 係 佢 係
--,,"我 自 己 就 - -   因 為 我 - -   我 - -   我   阿 媽 嗰 邊 呢 佢 係 ,   佢 係 ,",我 自己 就 因為 我 我 我 阿媽 嗰邊 呢 佢 係 佢 係
--,,"我 自 己 就 - -   因 為 我 - -   我 - -   我   阿 媽 嗰 邊 呢 佢 係 ,   佢 係 ,",我 自己 就 因為 我 我 我 阿媽 嗰邊 呢 佢 係 佢 係
--,,"啊 ,   跟 住 距 地 都 好 似 - -   好 似 呢 個 唔 係 我 喺 美 國 呀 ,   可 能 唔 係 噉 講 呀 噉 樣 囉 .",啊 跟住 距 地 都 好似 好似 呢個 唔係 我 喺 美國 呀 可能 唔係 噉講 呀 噉樣 囉
--,,"同 埋 ,   你 - -   你",同埋 你 你
--,,"呢 ,   因 爲 我 哋 係 可 能 學 - -   可 能 學",呢 因爲 我哋 係 可能 學 可能 學
--,,"我 - -   如 果 你 問 我 覺 得 . . .   如 果 你 要 ,",我 如果 你 問 我 覺得 如果 你 要
– –,,– –,
– –,,– –,
--,,就 要 兩 個 - -   即 係 兩 個 音 可 以 搞 掂 晒 .,就要 兩 個 即係 兩 個音 可以 搞掂 晒
--,,- -   噉 我 講 英 文 都 係 對 啲 唔 識 講 廣 東 話 嘅 人 講 噉 佢 哋 應 該 都 唔 會 去 笑 我 嘅 我 諗 應 該 都 .,噉 我 講 英文 都 係 對 啲 唔 識講 廣東話 嘅 人 講 噉 佢哋 應該 都 唔會 去 笑 我 嘅 我 諗 應該 都
– –,,– –,
– –,,– –,
--,,即 係 客 家 嗰 啲 - -,即係 客家 嗰啲
– –,,– –,
– –,,– –,
– –,,– –,
– –,,– –,
--,,"韓 - -   即 係 可 能 一 啲 好 似 小 巴 嗰 啲 ,   即 係 可 能 佢 哋 會 買 一 啲",韓 即係 可能 一啲 好似 小巴 嗰啲 即係 可能 佢哋 會 買 一啲
--,,- -   係 啦 就 叫,係 啦 就 叫
--,,"噉 去 到 - -   去 到 讀 完 ,   即 係 去 到",噉 去到 去到 讀 完 即係 去到
--,,噉 : : - -,噉
--,,噉 佢 無 論 即 係 可 能 就 就 算 佢 唔 喺 香 港 出 世 或 者 可 能 就 算 如 果 移 左 民 噉 佢 都 應 該 要 保 留 返 可 能   一 個 - -     即 係 香 港 人 呢 個 可 能 根 呀 呢 一 類 囉 我 噉 即 可 以 畀 佢,噉 佢 無論 即係 可能 就 就算 佢 唔 喺 香港 出世 或者 可能 就算 如果 移 左 民 噉 佢 都 應該 要 保留 返 可能 一個 即係 香港人 呢個 可能 根 呀 呢 一類 囉 我 噉 即可 以 畀 佢
--,,即 係 可 能 - -   或 者 聽 到 國 歌 會 企 定 企 定 定 跟 住 唔 足 嗰 啲 囉 .,即係 可能 或者 聽到 國歌 會 企定 企定 定 跟住 唔 足 嗰啲 囉
--,,"- -   即 係 可 能 支 持 美 國 價 值 囉 ,   支 持 佢 哋 嗰 啲",即係 可能 支持 美國 價值 囉 支持 佢哋 嗰啲
– –,,– –,
– –,,– –,
--,,"- -   可 能 中 國 傳 統 宗 教 掛 ,   唔 肯 定 係 : :   邊 一 種 .",可能 中國 傳統 宗教 掛 唔 肯定 係 邊 一種
– –,,– –,
– –,,– –,
– –,,– –,
– –,,– –,
--,,"睇 吓 你 講 邊 一 種 囉 ,   即 係 可 能 你 有 一 種 係 - -   因 為 廣 東 話 佢 有 一 啲 字 係 個 表 達 嘅 意 思 ,   無 用 英 文 噉 好 .",睇 吓 你 講 邊 一種 囉 即係 可能 你 有 一種 係 因為 廣東話 佢 有 一啲 字 係 個 表達 嘅 意思 無用 英文 噉 好
--,,"啊 ,   鍾 意 好 飲 一 啲 好 - -   好",啊 鍾意 好飲 一啲 好 好
--,,"吓 噉 樣 ,   呢 - -   呢 - -   呢 一 類 型 比 較 一 啲",吓 噉樣 呢 呢 呢 一類 型 比較 一啲
--,,"吓 噉 樣 ,   呢 - -   呢 - -   呢 一 類 型 比 較 一 啲",吓 噉樣 呢 呢 呢 一類 型 比較 一啲
--,,"- -   都 係 喺 ,   自 己 去 嘅 .",都 係 喺 自己去 嘅
--,,"南 亞 , 巴 基 斯 坦 可 能 - -   如 果 大 陸 佔 一 半 嘅 話 ,   或 者 如 果 大 陸 佔 四 成 嘅 話 即 係",南亞 巴基斯坦 可能 如果 大陸 佔 一半 嘅話 或者 如果 大陸 佔 四成 嘅話 即係
– –,,– –,
– –,,– –,
--,,又 或 者 可 能 有 時 : : - -   係 囉 .,又 或者 可能 有時 係 囉
--,,"- -   由 ,",由
– –,,– –,
– –,,– –,
"– – ,",,"– – ,",
"– – ,",,"– – ,",
--,,"但 係 如 果 佢 可 能 ,   但 係 相 反 如 果 嗰 個 人 ,   其 實 佢 英 文 係 唔 係 好 得 但 係 佢 ,   講 - -   噉 佢 可 能 都 想 ,   或 者 可 能 ,   另 一 個 例 子 , 可 能 佢 係 純",但係 如果 佢 可能 但係 相反 如果 嗰個 人 其實 佢 英文 係唔係 好 得 但係 佢 講 噉 佢 可能 都 想 或者 可能 另一個 例子 可能 佢 係 純
– –,,– –,
– –,,– –,
– –,,– –,
– –,,– –,
--,,"噉 佢 就 : : - -   就 算 佢 識   廣 東 話 都 好 , 噉 可 能 就 算 同 佢 傾 偈 , 就 算 廣 東 話 噉 , 我 都 會 盡 量 用 返 啲 英 文 囉 .",噉 佢 就 就算 佢 識 廣東話 都 好 噉 可能 就算 同 佢 傾偈 就算 廣東話 噉 我 都 會 盡量 用返 啲 英文 囉
– –  ,,– –  ,
– –  ,,– –  ,
--,,- -   欣 賞 香 港 嘅 文 化 囉 .,欣賞 香港 嘅 文化 囉
--,,"或 者 可 能 有 - -   有 - -   有 一 啲 人 ,   個 樣 好 似",或者 可能 有 有 有 一啲 人 個 樣 好似
--,,"或 者 可 能 有 - -   有 - -   有 一 啲 人 ,   個 樣 好 似",或者 可能 有 有 有 一啲 人 個 樣 好似
– –,,– –,
– –,,– –,
– –,,– –,
– –,,– –,
--,,"都 叫 一 次 嘅 , 但 係 都 係 同 一 區 囉 , 同 一 區 - -  ",都 叫 一次 嘅 但係 都 係 同一 區 囉 同一 區
--,,"長 時 間 - -  ",長時 間
--,,"噉 可 能 , 南 亞 嘅 話 都 佔 - -   一 成 至 兩 成 嘅 . 噉 跟 著 凈 低 都 係",噉 可能 南亞 嘅話 都 佔 一成 至 兩成 嘅 噉 跟 著 凈 低 都 係
– –,,– –,
– –,,– –,
--,,可 能 由 - -   由 - -   由,可能 由 由 由
--,,可 能 由 - -   由 - -   由,可能 由 由 由
--,,噉 都 好 - -   好,噉 都 好 好
– –,,– –,
– –,,– –,
--,,"- -   香 港 電 影 : :   ,   即 係 可 能 廣 東 歌 : :   ,",香港電影 即係 可能 廣東歌
– –,,– –,
– –,,– –,
--,,"或 者 可 能 ,   啲 - -   或 者 可 能 係 ,",或者 可能 啲 或者 可能 係
--,,"即 係 你 講 緊 嘅 係 人 嘅 身 分 ,   定 係 - -   講 嘅 英 文 嗰 種 口 音 定 係 ?",即係 你 講緊 嘅 係 人 嘅 身分 定係 講 嘅 英文 嗰種 口音 定係
– –  ,,– –  ,
– –  ,,– –  ,
--,,同 一 個 - -,同一 個
--,,"咩 - -   我 講 英 文 咩 方 言 ,",咩 我 講 英文 咩 方言
– –,,– –,
– –,,– –,
--,,即 係 如 果 英 文 就 一 定 係 全 英 - -   即 係 我 要,即係 如果 英文 就 一定 係 全 英 即係 我 要
--,,其 他 都 係 用 廣 東 話 嘅 話 就 係 - -   喺 - -   即 係 係 一 啲 好,其他 都 係 用 廣東話 嘅話 就係 喺 即係 係 一啲 好
--,,其 他 都 係 用 廣 東 話 嘅 話 就 係 - -   喺 - -   即 係 係 一 啲 好,其他 都 係 用 廣東話 嘅話 就係 喺 即係 係 一啲 好
--,,"聽 我 講 果 個 人 , 佢 嗰 個 廣 東 話 嘅 能 力 囉 . 即 係 可 能 假 設 佢 - -   如 果 佢 廣 東 話 ,   佢 唔 - -",聽 我 講 果 個人 佢 嗰個 廣東話 嘅 能力 囉 即係 可能 假設 佢 如果 佢 廣東話 佢 唔
--,,"聽 我 講 果 個 人 , 佢 嗰 個 廣 東 話 嘅 能 力 囉 . 即 係 可 能 假 設 佢 - -   如 果 佢 廣 東 話 ,   佢 唔 - -",聽 我 講 果 個人 佢 嗰個 廣東話 嘅 能力 囉 即係 可能 假設 佢 如果 佢 廣東話 佢 唔
--,,嘅 同 學 - -   又 唔 係,嘅 同學 又 唔係
--,,"即 係 ,   或 者 好 - -   係 呢 啲 好",即係 或者 好 係 呢啲 好
--,,"嘩 呢 個 - -  ",嘩 呢個
--,,"呢 - -   呢 個 問 題 ,   我 答 唔 到 ,   唔 識 答 呀 .",呢 呢個 問題 我 答 唔 到 唔 識 答 呀
--,,有 - -   我 有 廣 東 話 口 音 個 啲 囉 .,有 我 有 廣東話 口音 個 啲 囉
--,,"即 係 - -   我 以 識 嗰 啲 香 港 人 係 ,   可 能 以 前 係 九 七 前 係 香 港 出 世 ,   或 者 係 九 七 前 係 香 港 出 世 啦 ,   佢 哋 都 係 有 嗰 種 係 中 西 文 化 一 齊 會 合 ,   嗰 種 噉 嘅 感 覺 .",即係 我 以 識 嗰啲 香港人 係 可能 以前 係 九七 前 係 香港 出世 或者 係 九七 前 係 香港 出世 啦 佢哋 都 係 有 嗰種 係 中西 文化 一齊 會合 嗰種 噉 嘅 感覺
--,,非 永 久 - -,非 永久
--,,"係 喇 ,   所 以 佢 地 : :   都 - -   都 係 - -   同 埋 都 要 識 囉 .",係 喇 所以 佢 地 都 都 係 同埋 都 要 識 囉
--,,"係 喇 ,   所 以 佢 地 : :   都 - -   都 係 - -   同 埋 都 要 識 囉 .",係 喇 所以 佢 地 都 都 係 同埋 都 要 識 囉
--,,非 永 - -   香 港 永 久 居 民 啦 .,非 永 香港 永久居民 啦
--,,屋 企 - -   屋 企 人 都 同 佢 講 廣 東 話 .,屋企 屋企人 都 同 佢 講 廣東話
--,,"細 - -   有 啊 ,   細 個 係 住 : :   將 - -   將 軍 澳 - -   將 軍 澳 跟 住 搬 咗 去 沙 田 ,   跟 住 又 唔 想 住 喺 沙 田 ,   跟 住 去 到 大 學 就 住",細 有 啊 細個 係 住 將 將軍澳 將軍澳 跟住 搬 咗 去 沙田 跟住 又 唔 想 住 喺 沙田 跟住 去到 大學 就住
--,,"細 - -   有 啊 ,   細 個 係 住 : :   將 - -   將 軍 澳 - -   將 軍 澳 跟 住 搬 咗 去 沙 田 ,   跟 住 又 唔 想 住 喺 沙 田 ,   跟 住 去 到 大 學 就 住",細 有 啊 細個 係 住 將 將軍澳 將軍澳 跟住 搬 咗 去 沙田 跟住 又 唔 想 住 喺 沙田 跟住 去到 大學 就住
--,,"細 - -   有 啊 ,   細 個 係 住 : :   將 - -   將 軍 澳 - -   將 軍 澳 跟 住 搬 咗 去 沙 田 ,   跟 住 又 唔 想 住 喺 沙 田 ,   跟 住 去 到 大 學 就 住",細 有 啊 細個 係 住 將 將軍澳 將軍澳 跟住 搬 咗 去 沙田 跟住 又 唔 想 住 喺 沙田 跟住 去到 大學 就住
--,,噉 但 係 我 又 唔 - -   即 係 佢 哋 都 係 鍾 意 香 港 嘅,噉 但係 我 又 唔 即係 佢哋 都 係 鍾意 香港 嘅
--,,"x x x ,   即 係 佢 哋 係 - -",即係 佢哋 係
--,,"嗰 啲 字 可 能 喺 中 文 無 啦 啦 講 唔 到 呀 ,   其 實 即 係 諗 唔 到 有 咩 字 可 以 用 嘅 時 候 ,   而 噉 啱 又 有 個 英 文 呀 ,   或 者 本 身 想 講 意 思 係 英 文 ,   容 易 啲 表 達 嘅 話 ,   就 會 用 英 文 ,   又 或 者 本 身 - -",嗰啲 字 可能 喺 中文 無啦啦 講 唔 到 呀 其實 即係 諗 唔 到 有咩 字 可以 用 嘅 時候 而 噉 啱 又 有 個 英文 呀 或者 本身 想 講 意思 係 英文 容易 啲 表達 嘅話 就 會 用 英文 又 或者 本身
--,,"都 有 ,   一 - -   一 個 月 喺 加 拿 大 , 一 個 月 喺 巴 西 ,",都 有 一 一個 月 喺 加拿大 一個 月 喺 巴西
--,,四 - -   係 嘛 ?,四 係 嘛
--,,"即 係 話 ,   即 係 如 果 佢 住 : : - -   佢 住 : :   喺 : :   中 國 ,   佢 好 鍾 意 中 國 嘅 ,   噉 我   諗 佢 都 會",即係 話 即係 如果 佢 住 佢 住 喺 中國 佢 好 鍾意 中國 嘅 噉 我 諗 佢 都 會
--,,廣 東 : : - -   廣 東,廣東 廣東
--,,"嘅 ,   即 其 實 大 家 日 常 生 活 中 都 會 做 , 即 係 好 自 然 地 做 呢 樣 野 ,   噉 , 呢 個 係 香 港 一 個 獨 - -   都 唔 係 獨 有 嘅 , 但 係 即 我 諗 其 他 國 家 都 會 有 唔 同 嘅 人 係",嘅 即 其實 大家 日常生活 中都 會 做 即係 好 自然 地 做 呢 樣 野 噉 呢個 係 香港 一個 獨 都 唔係 獨有 嘅 但係 即 我 諗 其他 國家 都 會 有 唔同 嘅 人 係
--,,我 - -   我 係,我 我 係
--,,譬 如 讀 - -   喺 度 讀 即 係 唔 係 讀,譬如 讀 喺度 讀 即係 唔係 讀
--,,"有 : : - -   有 巴 西 人 呀 ,   有 : :",有 有 巴西 人 呀 有
--,,"啦 ,   跟 住 再 出 去 ,   再 - -   之 後 就 自 己 搬 出 去 ,   我 而 家 住 喺 觀 塘 .",啦 跟住 再 出去 再 之後 就 自己 搬出去 我 而家 住 喺 觀塘
--,,"係 我 唔 知 個 中 文 係 咩 喎 ,   即 係 嗰 個 - -   係 囉 即 係 有 啲 字 呢 ,   你 係 其 實 用 中 文 反 而 你 講 好 奇 怪 㗎 嘛 .",係 我 唔知 個中 文 係 咩喎 即係 嗰個 係 囉 即係 有啲 字 呢 你 係 其實 用 中文 反而 你 講 好奇 怪 㗎 嘛
--,,我 講 得 識 - -,我 講得 識
--,,"或 者 ,   ( 即 係 ) - -   同 一 啲 本 身 個 語 言 唔 係",或者 即係 同一 啲 本身 個 語言 唔係
--,,"基 督 教 學 校 ,   但 係 唔 會 話 係 薰 陶 ,   即 純 粹 係 ,   我 諗 : : - -   即 大 部 分 同 學 都 係 : :",基督教 學校 但係 唔會 話 係 薰陶 即 純粹 係 我 諗 即 大部分 同學 都 係
--,,嗰 - -,嗰
--,,係 香 港 人 吖 定 抑 或 係 - -,係 香港人 吖 定 抑或 係
--,,"係 咪 啊 ?   ,   即 而 - -   即 就 算 而 家 同 你 講 嘢 , 都 係 都 係 會 有 少 少 中 英 夾 雜 .",係咪 啊 即 而 即 就算 而家 同 你 講嘢 都 係 都 係 會 有少少 中英 夾雜
--,,"即 係 ( 心 理 啲 嘢 ) 好 主 觀 ,   我 唔 - -   即 係 - -   即 - -   除 非 你 夾 硬 話 要 問 我 啦 ,   但 係 我 覺 得 即",即係 心理 啲 嘢 好 主觀 我 唔 即係 即 除非 你 夾硬 話 要 問 我 啦 但係 我 覺得 即
--,,"即 係 ( 心 理 啲 嘢 ) 好 主 觀 ,   我 唔 - -   即 係 - -   即 - -   除 非 你 夾 硬 話 要 問 我 啦 ,   但 係 我 覺 得 即",即係 心理 啲 嘢 好 主觀 我 唔 即係 即 除非 你 夾硬 話 要 問 我 啦 但係 我 覺得 即
--,,"即 係 ( 心 理 啲 嘢 ) 好 主 觀 ,   我 唔 - -   即 係 - -   即 - -   除 非 你 夾 硬 話 要 問 我 啦 ,   但 係 我 覺 得 即",即係 心理 啲 嘢 好 主觀 我 唔 即係 即 除非 你 夾硬 話 要 問 我 啦 但係 我 覺得 即
--,,除 - -   除 非 佢 係,除 除非 佢 係
--,,"喺 香 - -   喺 香 港 嘅 外 國 人 啦 , 但 係 好 鍾 意 香 港 - -   不 過 就 會 嘗 試 去 解 釋 香 港 嘅",喺 香 喺 香港 嘅 外國人 啦 但係 好 鍾意 香港 不過 就 會 嘗試 去 解釋 香港 嘅
--,,"喺 香 - -   喺 香 港 嘅 外 國 人 啦 , 但 係 好 鍾 意 香 港 - -   不 過 就 會 嘗 試 去 解 釋 香 港 嘅",喺 香 喺 香港 嘅 外國人 啦 但係 好 鍾意 香港 不過 就 會 嘗試 去 解釋 香港 嘅
--,,"即 係 如 果 我 - -   我 - -   我 阿 媽 講 少 少 ,   噉 我 就 即 係 聽 得 嗰 少 少 , 但 係 就 真 係 好 少 .",即係 如果 我 我 我 阿媽 講 少少 噉 我 就 即係 聽 得 嗰 少少 但係 就真 係 好 少
--,,"即 係 如 果 我 - -   我 - -   我 阿 媽 講 少 少 ,   噉 我 就 即 係 聽 得 嗰 少 少 , 但 係 就 真 係 好 少 .",即係 如果 我 我 我 阿媽 講 少少 噉 我 就 即係 聽 得 嗰 少少 但係 就真 係 好 少
--,,"因 為 你 由 - -   你 由 一 接 觸 佢 嘅 時 候 , 其 實 你 已 經 係 係 用 英 文 嚟 叫 個 樣 嘢 ,   噉 我 哋 就 會 不 嬲 就 係 用 英 文 嚟 稱 呼 嗰 樣 嘢 .",因為 你 由 你 由 一 接觸 佢 嘅 時候 其實 你 已經 係 係 用 英文 嚟 叫 個 樣嘢 噉 我哋 就 會 不嬲 就係 用 英文 嚟 稱呼 嗰樣 嘢
--,,"佢 唔 識 講 香 - -   唔 識 講 我 哋 文 嘅 人 同 即 都 係 好 鍾 意 , 噉 當 然 係 識 講 廣 東 話 嗰 個 我 會 覺 得 係 貼 近 啲 噉 樣 啦 ,",佢 唔 識講 香 唔 識講 我哋 文 嘅 人 同 即 都 係 好 鍾意 噉 當然 係 識講 廣東話 嗰個 我 會 覺得 係 貼近 啲 噉樣 啦
--,,"我 覺 得 一 定 會 - -   我 覺 得 一 定 要 係 中 國 出 細 ,   即 係 點 講 呢 , 會 有 中 國 嘅 : :",我 覺得 一定會 我 覺得 一定要 係 中國 出 細 即係 點講 呢 會 有 中國 嘅
--,,"( 嘢 ,   我 ) 唔 知 即 係 - -   係 咪 嗰 啲 ,   即 係 可 能",嘢 我 唔知 即係 係咪 嗰啲 即係 可能
--,,潮 - -   潮 州 話 .,潮 潮州話
--,,"哦 好 多 - -   @   都 好 多 時 ,   即 係 應 該 唔 係 一 啲 特 別 ,   呢 個 反 而 係 一 個 好",哦 好多 都 好多時 即係 應該 唔係 一啲 特別 呢個 反而 係 一個 好
--,,"啫 係 : :   可 能 呢 ,   你 - -   雖 然 你 係 香 港 人 ,   但 係 到 都 算 ,   講 得 幾 好 .",啫 係 可能 呢 你 雖然 你 係 香港人 但係 到 都 算 講得 幾 好
--,,"係 某 一 個 地 方 耐 啲 ,   個 嗰 - -   個 嗰",係 某 一個 地方 耐 啲 個 嗰 個 嗰
--,,"啫 係 ,   九 七 - -   九 七   年 前 出 世 啦 , 啫 係 對 英 國 嗰 啲 嘢 呢 ,   都 會 , 有 ( 認 識 ) 呢 ,   噉 就 其 實 遇 上 ,   嗰 個 ,   啫 係 ,",啫 係 九七 九七年 前 出世 啦 啫 係 對 英國 嗰啲 嘢 呢 都 會 有 認識 呢 噉 就 其實 遇上 嗰個 啫 係
--,,"都 唔 係 話 : :   噉 ,   ( 噉 : : ) - -",都 唔係 話 噉 噉
--,,"噉 而 家 ,   出 到 嚟 做 嘢 呢 ,   我 啲 同 事 有 - -   有 美 國 人 啦 : :   ,   有 : :   試 過 印 度 人 啦 : :   ,   試 過 : :   巴 基 斯 坦 人 噉 .",噉而家 出到 嚟 做嘢 呢 我 啲 同事 有 有 美國人 啦 有 試過 印度人 啦 試過 巴基斯坦 人 噉
--,,佢 係 : : - -   佢 個,佢 係 佢 個
--,,會 : : - -   . . .,會
--,,"可 能 時 候 : :   我 - -   我 唔 係   好 記 得 嗰 個 字 - -   唔 係 ,   有 時 候 嗰 個 字 , 我 覺 得 可 能 ,   用 英 文 講 出 嚟 會 : :   舒 服 啲 , 會 : :   中 英   夾 雜 噉 樣 - -   噉 樣 囉 .",可能 時候 我 我 唔係 好記 得 嗰個 字 唔係 有時候 嗰個 字 我 覺得 可能 用 英文 講出嚟 會 舒服 啲 會 中英 夾雜 噉樣 噉樣 囉
