original,cleaned,annotation_text_before,annotation_text_after
 I-- I speak ,I I speak," I-- I speak English or I speak Mandarin, and then-- and then and then others, Hong Kongers they may think that I am not a Hong Konger.",I I speak English or I speak Mandarin and then and then and then others Hong Kongers they may think that I am not a Hong Konger
 and then-- and ,and then and," I-- I speak English or I speak Mandarin, and then-- and then and then others, Hong Kongers they may think that I am not a Hong Konger.",I I speak English or I speak Mandarin and then and then and then others Hong Kongers they may think that I am not a Hong Konger
GE--,GE,GE--,GE
uh:: if-- if y,uh if if y,"For example, the shop owners they use Cantonese to communicate with the customers and then uh:: if-- if you are going to buy something from the local market, the wet market, you have to use Cantonese to communicate with them.",For example the shop owners they use Cantonese to communicate with the customers and then uh if if you are going to buy something from the local market the wet market you have to use Cantonese to communicate with them
Oh y-- oh you,Oh y oh you,"Oh y-- oh you you you mean I-- I, try to work out something. okay wait.",Oh y oh you you you mean I I try to work out something okay wait
"mean I-- I, t",mean I I t,"Oh y-- oh you you you mean I-- I, try to work out something. okay wait.",Oh y oh you you you mean I I try to work out something okay wait
e of the-- the ,e of the the,"For example, I am a Hong Kongers, and then, one of the-- the proof or one of the evidence is, I speak Cantonese.",For example I am a Hong Kongers and then one of the the proof or one of the evidence is I speak Cantonese
So you-- you me,So you you me,So you-- you mean she use English to talk to me?,So you you mean she use English to talk to me
 way to-- for-,way to for,So I think it is the most easiest way to-- for-- for rme to show my identity-- or to prove my identity.,So I think it is the most easiest way to for for rme to show my identity or to prove my identity
to-- for-- for ,to for for,So I think it is the most easiest way to-- for-- for rme to show my identity-- or to prove my identity.,So I think it is the most easiest way to for for rme to show my identity or to prove my identity
w my identity-- or t,w my identity or t,So I think it is the most easiest way to-- for-- for rme to show my identity-- or to prove my identity.,So I think it is the most easiest way to for for rme to show my identity or to prove my identity
"hen, I-- I ha",hen I I ha,"education, hm mm:: because in my, Secondary school and also in university, they are, mainly ENI which means that, that the medium is mainly in English and then, I-- I have to use English in class and then to-- to-- to talk with my-- talk with my teacher or talk with my, eh professors, officially, and:: al",education hm mm because in my Secondary school and also in university they are mainly ENI which means that that the medium is mainly in English and then I I have to use English in class and then to to to talk with my talk with my teacher or talk with my eh professors officially and al
then to-- to--,then to to,"education, hm mm:: because in my, Secondary school and also in university, they are, mainly ENI which means that, that the medium is mainly in English and then, I-- I have to use English in class and then to-- to-- to talk with my-- talk with my teacher or talk with my, eh professors, officially, and:: al",education hm mm because in my Secondary school and also in university they are mainly ENI which means that that the medium is mainly in English and then I I have to use English in class and then to to to talk with my talk with my teacher or talk with my eh professors officially and al
